Content ID,Content_Type,Reaction_type,Category,Score
9f737e0a-3cdd-4d29-9d24-753f4e3be810,video,like,soccer,50
9f737e0a-3cdd-4d29-9d24-753f4e3be810,video,love,soccer,65
9f737e0a-3cdd-4d29-9d24-753f4e3be810,video,love,soccer,65
9f737e0a-3cdd-4d29-9d24-753f4e3be810,video,heart,soccer,60
9f737e0a-3cdd-4d29-9d24-753f4e3be810,video,indifferent,soccer,20
9f737e0a-3cdd-4d29-9d24-753f4e3be810,video,peeking,soccer,35
9f737e0a-3cdd-4d29-9d24-753f4e3be810,video,love,soccer,65
9f737e0a-3cdd-4d29-9d24-753f4e3be810,video,like,soccer,50
230c4e4d-70c3-461d-b42c-ec09396efb3f,GIF,hate,studying,5
230c4e4d-70c3-461d-b42c-ec09396efb3f,GIF,super love,studying,75
230c4e4d-70c3-461d-b42c-ec09396efb3f,GIF,adore,studying,72
230c4e4d-70c3-461d-b42c-ec09396efb3f,GIF,scared,studying,15
230c4e4d-70c3-461d-b42c-ec09396efb3f,GIF,cherish,studying,70
230c4e4d-70c3-461d-b42c-ec09396efb3f,GIF,adore,studying,72
230c4e4d-70c3-461d-b42c-ec09396efb3f,GIF,interested,studying,30
230c4e4d-70c3-461d-b42c-ec09396efb3f,GIF,heart,studying,60
230c4e4d-70c3-461d-b42c-ec09396efb3f,GIF,like,studying,50
230c4e4d-70c3-461d-b42c-ec09396efb3f,GIF,like,studying,50
230c4e4d-70c3-461d-b42c-ec09396efb3f,GIF,hate,studying,5
230c4e4d-70c3-461d-b42c-ec09396efb3f,GIF,interested,studying,30
230c4e4d-70c3-461d-b42c-ec09396efb3f,GIF,dislike,studying,10
230c4e4d-70c3-461d-b42c-ec09396efb3f,GIF,peeking,studying,35
230c4e4d-70c3-461d-b42c-ec09396efb3f,GIF,heart,studying,60
230c4e4d-70c3-461d-b42c-ec09396efb3f,GIF,super love,studying,75
230c4e4d-70c3-461d-b42c-ec09396efb3f,GIF,want,studying,70
230c4e4d-70c3-461d-b42c-ec09396efb3f,GIF,hate,studying,5
230c4e4d-70c3-461d-b42c-ec09396efb3f,GIF,dislike,studying,10
230c4e4d-70c3-461d-b42c-ec09396efb3f,GIF,scared,studying,15
230c4e4d-70c3-461d-b42c-ec09396efb3f,GIF,dislike,studying,10
230c4e4d-70c3-461d-b42c-ec09396efb3f,GIF,want,studying,70
230c4e4d-70c3-461d-b42c-ec09396efb3f,GIF,interested,studying,30
230c4e4d-70c3-461d-b42c-ec09396efb3f,GIF,love,studying,65
230c4e4d-70c3-461d-b42c-ec09396efb3f,GIF,heart,studying,60
230c4e4d-70c3-461d-b42c-ec09396efb3f,GIF,disgust,studying,0
230c4e4d-70c3-461d-b42c-ec09396efb3f,GIF,adore,studying,72
230c4e4d-70c3-461d-b42c-ec09396efb3f,GIF,adore,studying,72
230c4e4d-70c3-461d-b42c-ec09396efb3f,GIF,adore,studying,72
230c4e4d-70c3-461d-b42c-ec09396efb3f,GIF,worried,studying,12
230c4e4d-70c3-461d-b42c-ec09396efb3f,GIF,interested,studying,30
356fff80-da4d-4785-9f43-bc1261031dc6,GIF,worried,studying,12
356fff80-da4d-4785-9f43-bc1261031dc6,GIF,want,studying,70
356fff80-da4d-4785-9f43-bc1261031dc6,GIF,heart,studying,60
356fff80-da4d-4785-9f43-bc1261031dc6,GIF,scared,studying,15
356fff80-da4d-4785-9f43-bc1261031dc6,GIF,heart,studying,60
356fff80-da4d-4785-9f43-bc1261031dc6,GIF,hate,studying,5
356fff80-da4d-4785-9f43-bc1261031dc6,GIF,indifferent,studying,20
cf1e8c1a-23eb-4426-9f58-002fb1b53e91,video,interested,studying,30
cf1e8c1a-23eb-4426-9f58-002fb1b53e91,video,hate,studying,5
cf1e8c1a-23eb-4426-9f58-002fb1b53e91,video,want,studying,70
cf1e8c1a-23eb-4426-9f58-002fb1b53e91,video,peeking,studying,35
cf1e8c1a-23eb-4426-9f58-002fb1b53e91,video,dislike,studying,10
cf1e8c1a-23eb-4426-9f58-002fb1b53e91,video,love,studying,65
cf1e8c1a-23eb-4426-9f58-002fb1b53e91,video,cherish,studying,70
cf1e8c1a-23eb-4426-9f58-002fb1b53e91,video,interested,studying,30
cf1e8c1a-23eb-4426-9f58-002fb1b53e91,video,adore,studying,72
cf1e8c1a-23eb-4426-9f58-002fb1b53e91,video,like,studying,50
cf1e8c1a-23eb-4426-9f58-002fb1b53e91,video,like,studying,50
cf1e8c1a-23eb-4426-9f58-002fb1b53e91,video,cherish,studying,70
cf1e8c1a-23eb-4426-9f58-002fb1b53e91,video,indifferent,studying,20
cf1e8c1a-23eb-4426-9f58-002fb1b53e91,video,adore,studying,72
cf1e8c1a-23eb-4426-9f58-002fb1b53e91,video,worried,studying,12
cf1e8c1a-23eb-4426-9f58-002fb1b53e91,video,peeking,studying,35
cf1e8c1a-23eb-4426-9f58-002fb1b53e91,video,dislike,studying,10
cf1e8c1a-23eb-4426-9f58-002fb1b53e91,video,dislike,studying,10
cf1e8c1a-23eb-4426-9f58-002fb1b53e91,video,intrigued,studying,45
cf1e8c1a-23eb-4426-9f58-002fb1b53e91,video,indifferent,studying,20
cf1e8c1a-23eb-4426-9f58-002fb1b53e91,video,peeking,studying,35
cf1e8c1a-23eb-4426-9f58-002fb1b53e91,video,adore,studying,72
3f8590c7-6ab2-4973-805a-90cdec355f05,GIF,cherish,studying,70
3f8590c7-6ab2-4973-805a-90cdec355f05,GIF,heart,studying,60
3f8590c7-6ab2-4973-805a-90cdec355f05,GIF,intrigued,studying,45
3f8590c7-6ab2-4973-805a-90cdec355f05,GIF,worried,studying,12
3f8590c7-6ab2-4973-805a-90cdec355f05,GIF,disgust,studying,0
3f8590c7-6ab2-4973-805a-90cdec355f05,GIF,heart,studying,60
3f8590c7-6ab2-4973-805a-90cdec355f05,GIF,hate,studying,5
3f8590c7-6ab2-4973-805a-90cdec355f05,GIF,like,studying,50
3f8590c7-6ab2-4973-805a-90cdec355f05,GIF,peeking,studying,35
3f8590c7-6ab2-4973-805a-90cdec355f05,GIF,indifferent,studying,20
3f8590c7-6ab2-4973-805a-90cdec355f05,GIF,heart,studying,60
3f8590c7-6ab2-4973-805a-90cdec355f05,GIF,disgust,studying,0
3f8590c7-6ab2-4973-805a-90cdec355f05,GIF,want,studying,70
3f8590c7-6ab2-4973-805a-90cdec355f05,GIF,interested,studying,30
3f8590c7-6ab2-4973-805a-90cdec355f05,GIF,hate,studying,5
3f8590c7-6ab2-4973-805a-90cdec355f05,GIF,intrigued,studying,45
3f8590c7-6ab2-4973-805a-90cdec355f05,GIF,dislike,studying,10
3f8590c7-6ab2-4973-805a-90cdec355f05,GIF,worried,studying,12
3f8590c7-6ab2-4973-805a-90cdec355f05,GIF,cherish,studying,70
3f8590c7-6ab2-4973-805a-90cdec355f05,GIF,scared,studying,15
3f8590c7-6ab2-4973-805a-90cdec355f05,GIF,want,studying,70
3f8590c7-6ab2-4973-805a-90cdec355f05,GIF,super love,studying,75
3f8590c7-6ab2-4973-805a-90cdec355f05,GIF,dislike,studying,10
3f8590c7-6ab2-4973-805a-90cdec355f05,GIF,scared,studying,15
3f8590c7-6ab2-4973-805a-90cdec355f05,GIF,indifferent,studying,20
3f8590c7-6ab2-4973-805a-90cdec355f05,GIF,interested,studying,30
3f8590c7-6ab2-4973-805a-90cdec355f05,GIF,scared,studying,15
3f8590c7-6ab2-4973-805a-90cdec355f05,GIF,scared,studying,15
3f8590c7-6ab2-4973-805a-90cdec355f05,GIF,interested,studying,30
3f8590c7-6ab2-4973-805a-90cdec355f05,GIF,interested,studying,30
3f8590c7-6ab2-4973-805a-90cdec355f05,GIF,interested,studying,30
3f8590c7-6ab2-4973-805a-90cdec355f05,GIF,worried,studying,12
3f8590c7-6ab2-4973-805a-90cdec355f05,GIF,scared,studying,15
3f8590c7-6ab2-4973-805a-90cdec355f05,GIF,heart,studying,60
3f8590c7-6ab2-4973-805a-90cdec355f05,GIF,heart,studying,60
3f8590c7-6ab2-4973-805a-90cdec355f05,GIF,interested,studying,30
3f8590c7-6ab2-4973-805a-90cdec355f05,GIF,heart,studying,60
3f8590c7-6ab2-4973-805a-90cdec355f05,GIF,want,studying,70
3f8590c7-6ab2-4973-805a-90cdec355f05,GIF,disgust,studying,0
3f8590c7-6ab2-4973-805a-90cdec355f05,GIF,want,studying,70
3f8590c7-6ab2-4973-805a-90cdec355f05,GIF,hate,studying,5
3f8590c7-6ab2-4973-805a-90cdec355f05,GIF,like,studying,50
3f8590c7-6ab2-4973-805a-90cdec355f05,GIF,love,studying,65
3f8590c7-6ab2-4973-805a-90cdec355f05,GIF,adore,studying,72
e5490118-90d5-4572-ab1c-1fbc87b8d9ca,video,want,studying,70
e5490118-90d5-4572-ab1c-1fbc87b8d9ca,video,super love,studying,75
e5490118-90d5-4572-ab1c-1fbc87b8d9ca,video,heart,studying,60
e5490118-90d5-4572-ab1c-1fbc87b8d9ca,video,worried,studying,12
b18cb63f-4c8e-44ee-a47f-541e95191d11,photo,want,travel,70
b18cb63f-4c8e-44ee-a47f-541e95191d11,photo,indifferent,travel,20
b18cb63f-4c8e-44ee-a47f-541e95191d11,photo,dislike,travel,10
b18cb63f-4c8e-44ee-a47f-541e95191d11,photo,want,travel,70
b18cb63f-4c8e-44ee-a47f-541e95191d11,photo,like,travel,50
b18cb63f-4c8e-44ee-a47f-541e95191d11,photo,indifferent,travel,20
b18cb63f-4c8e-44ee-a47f-541e95191d11,photo,heart,travel,60
b18cb63f-4c8e-44ee-a47f-541e95191d11,photo,scared,travel,15
b18cb63f-4c8e-44ee-a47f-541e95191d11,photo,adore,travel,72
b18cb63f-4c8e-44ee-a47f-541e95191d11,photo,peeking,travel,35
b18cb63f-4c8e-44ee-a47f-541e95191d11,photo,like,travel,50
b18cb63f-4c8e-44ee-a47f-541e95191d11,photo,intrigued,travel,45
b18cb63f-4c8e-44ee-a47f-541e95191d11,photo,cherish,travel,70
b18cb63f-4c8e-44ee-a47f-541e95191d11,photo,peeking,travel,35
b18cb63f-4c8e-44ee-a47f-541e95191d11,photo,worried,travel,12
b18cb63f-4c8e-44ee-a47f-541e95191d11,photo,intrigued,travel,45
b18cb63f-4c8e-44ee-a47f-541e95191d11,photo,super love,travel,75
b18cb63f-4c8e-44ee-a47f-541e95191d11,photo,cherish,travel,70
b18cb63f-4c8e-44ee-a47f-541e95191d11,photo,heart,travel,60
b18cb63f-4c8e-44ee-a47f-541e95191d11,photo,heart,travel,60
b18cb63f-4c8e-44ee-a47f-541e95191d11,photo,scared,travel,15
b18cb63f-4c8e-44ee-a47f-541e95191d11,photo,scared,travel,15
b18cb63f-4c8e-44ee-a47f-541e95191d11,photo,hate,travel,5
b18cb63f-4c8e-44ee-a47f-541e95191d11,photo,disgust,travel,0
b18cb63f-4c8e-44ee-a47f-541e95191d11,photo,disgust,travel,0
b18cb63f-4c8e-44ee-a47f-541e95191d11,photo,adore,travel,72
b18cb63f-4c8e-44ee-a47f-541e95191d11,photo,dislike,travel,10
b18cb63f-4c8e-44ee-a47f-541e95191d11,photo,like,travel,50
b18cb63f-4c8e-44ee-a47f-541e95191d11,photo,heart,travel,60
b18cb63f-4c8e-44ee-a47f-541e95191d11,photo,want,travel,70
b18cb63f-4c8e-44ee-a47f-541e95191d11,photo,intrigued,travel,45
b18cb63f-4c8e-44ee-a47f-541e95191d11,photo,adore,travel,72
b18cb63f-4c8e-44ee-a47f-541e95191d11,photo,worried,travel,12
b18cb63f-4c8e-44ee-a47f-541e95191d11,photo,like,travel,50
b18cb63f-4c8e-44ee-a47f-541e95191d11,photo,indifferent,travel,20
b18cb63f-4c8e-44ee-a47f-541e95191d11,photo,scared,travel,15
b18cb63f-4c8e-44ee-a47f-541e95191d11,photo,adore,travel,72
b18cb63f-4c8e-44ee-a47f-541e95191d11,photo,hate,travel,5
b18cb63f-4c8e-44ee-a47f-541e95191d11,photo,scared,travel,15
b18cb63f-4c8e-44ee-a47f-541e95191d11,photo,love,travel,65
b18cb63f-4c8e-44ee-a47f-541e95191d11,photo,want,travel,70
b18cb63f-4c8e-44ee-a47f-541e95191d11,photo,scared,travel,15
5118e9c5-1377-4cc5-a486-65b35b7b7b76,GIF,super love,studying,75
5118e9c5-1377-4cc5-a486-65b35b7b7b76,GIF,heart,studying,60
5118e9c5-1377-4cc5-a486-65b35b7b7b76,GIF,intrigued,studying,45
5118e9c5-1377-4cc5-a486-65b35b7b7b76,GIF,super love,studying,75
5118e9c5-1377-4cc5-a486-65b35b7b7b76,GIF,worried,studying,12
5118e9c5-1377-4cc5-a486-65b35b7b7b76,GIF,cherish,studying,70
5118e9c5-1377-4cc5-a486-65b35b7b7b76,GIF,indifferent,studying,20
5118e9c5-1377-4cc5-a486-65b35b7b7b76,GIF,adore,studying,72
5118e9c5-1377-4cc5-a486-65b35b7b7b76,GIF,intrigued,studying,45
5118e9c5-1377-4cc5-a486-65b35b7b7b76,GIF,love,studying,65
5118e9c5-1377-4cc5-a486-65b35b7b7b76,GIF,scared,studying,15
5118e9c5-1377-4cc5-a486-65b35b7b7b76,GIF,heart,studying,60
5118e9c5-1377-4cc5-a486-65b35b7b7b76,GIF,want,studying,70
5118e9c5-1377-4cc5-a486-65b35b7b7b76,GIF,like,studying,50
5118e9c5-1377-4cc5-a486-65b35b7b7b76,GIF,hate,studying,5
5118e9c5-1377-4cc5-a486-65b35b7b7b76,GIF,love,studying,65
5118e9c5-1377-4cc5-a486-65b35b7b7b76,GIF,disgust,studying,0
5118e9c5-1377-4cc5-a486-65b35b7b7b76,GIF,adore,studying,72
5118e9c5-1377-4cc5-a486-65b35b7b7b76,GIF,scared,studying,15
5118e9c5-1377-4cc5-a486-65b35b7b7b76,GIF,intrigued,studying,45
5118e9c5-1377-4cc5-a486-65b35b7b7b76,GIF,intrigued,studying,45
5118e9c5-1377-4cc5-a486-65b35b7b7b76,GIF,love,studying,65
81abd65a-3b76-4574-a0a7-db6bf7184ae2,video,love,science,65
81abd65a-3b76-4574-a0a7-db6bf7184ae2,video,worried,science,12
81abd65a-3b76-4574-a0a7-db6bf7184ae2,video,worried,science,12
81abd65a-3b76-4574-a0a7-db6bf7184ae2,video,super love,science,75
81abd65a-3b76-4574-a0a7-db6bf7184ae2,video,peeking,science,35
81abd65a-3b76-4574-a0a7-db6bf7184ae2,video,indifferent,science,20
81abd65a-3b76-4574-a0a7-db6bf7184ae2,video,worried,science,12
81abd65a-3b76-4574-a0a7-db6bf7184ae2,video,indifferent,science,20
81abd65a-3b76-4574-a0a7-db6bf7184ae2,video,super love,science,75
81abd65a-3b76-4574-a0a7-db6bf7184ae2,video,peeking,science,35
81abd65a-3b76-4574-a0a7-db6bf7184ae2,video,disgust,science,0
81abd65a-3b76-4574-a0a7-db6bf7184ae2,video,scared,science,15
81abd65a-3b76-4574-a0a7-db6bf7184ae2,video,scared,science,15
81abd65a-3b76-4574-a0a7-db6bf7184ae2,video,disgust,science,0
81abd65a-3b76-4574-a0a7-db6bf7184ae2,video,adore,science,72
81abd65a-3b76-4574-a0a7-db6bf7184ae2,video,dislike,science,10
81abd65a-3b76-4574-a0a7-db6bf7184ae2,video,disgust,science,0
81abd65a-3b76-4574-a0a7-db6bf7184ae2,video,love,science,65
81abd65a-3b76-4574-a0a7-db6bf7184ae2,video,heart,science,60
81abd65a-3b76-4574-a0a7-db6bf7184ae2,video,love,science,65
81abd65a-3b76-4574-a0a7-db6bf7184ae2,video,peeking,science,35
81abd65a-3b76-4574-a0a7-db6bf7184ae2,video,intrigued,science,45
81abd65a-3b76-4574-a0a7-db6bf7184ae2,video,intrigued,science,45
81abd65a-3b76-4574-a0a7-db6bf7184ae2,video,disgust,science,0
81abd65a-3b76-4574-a0a7-db6bf7184ae2,video,like,science,50
81abd65a-3b76-4574-a0a7-db6bf7184ae2,video,super love,science,75
81abd65a-3b76-4574-a0a7-db6bf7184ae2,video,dislike,science,10
81abd65a-3b76-4574-a0a7-db6bf7184ae2,video,heart,science,60
81abd65a-3b76-4574-a0a7-db6bf7184ae2,video,heart,science,60
81abd65a-3b76-4574-a0a7-db6bf7184ae2,video,dislike,science,10
81abd65a-3b76-4574-a0a7-db6bf7184ae2,video,intrigued,science,45
81abd65a-3b76-4574-a0a7-db6bf7184ae2,video,adore,science,72
81abd65a-3b76-4574-a0a7-db6bf7184ae2,video,indifferent,science,20
81abd65a-3b76-4574-a0a7-db6bf7184ae2,video,super love,science,75
81abd65a-3b76-4574-a0a7-db6bf7184ae2,video,disgust,science,0
81abd65a-3b76-4574-a0a7-db6bf7184ae2,video,peeking,science,35
81abd65a-3b76-4574-a0a7-db6bf7184ae2,video,super love,science,75
81abd65a-3b76-4574-a0a7-db6bf7184ae2,video,heart,science,60
81abd65a-3b76-4574-a0a7-db6bf7184ae2,video,scared,science,15
81abd65a-3b76-4574-a0a7-db6bf7184ae2,video,interested,science,30
81abd65a-3b76-4574-a0a7-db6bf7184ae2,video,scared,science,15
81abd65a-3b76-4574-a0a7-db6bf7184ae2,video,super love,science,75
81abd65a-3b76-4574-a0a7-db6bf7184ae2,video,like,science,50
81abd65a-3b76-4574-a0a7-db6bf7184ae2,video,super love,science,75
81abd65a-3b76-4574-a0a7-db6bf7184ae2,video,intrigued,science,45
81abd65a-3b76-4574-a0a7-db6bf7184ae2,video,scared,science,15
81abd65a-3b76-4574-a0a7-db6bf7184ae2,video,peeking,science,35
81abd65a-3b76-4574-a0a7-db6bf7184ae2,video,like,science,50
e6ee2244-9382-49a9-8cbf-fa54aaaa2392,video,intrigued,studying,45
7ffd0a82-4a0a-4527-a4d6-e251b756bac7,video,interested,science,30
7ffd0a82-4a0a-4527-a4d6-e251b756bac7,video,like,science,50
7ffd0a82-4a0a-4527-a4d6-e251b756bac7,video,disgust,science,0
7ffd0a82-4a0a-4527-a4d6-e251b756bac7,video,interested,science,30
7ffd0a82-4a0a-4527-a4d6-e251b756bac7,video,worried,science,12
7ffd0a82-4a0a-4527-a4d6-e251b756bac7,video,worried,science,12
7ffd0a82-4a0a-4527-a4d6-e251b756bac7,video,indifferent,science,20
7ffd0a82-4a0a-4527-a4d6-e251b756bac7,video,cherish,science,70
f332d362-dc48-46c2-a64b-641157c0987e,video,adore,studying,72
f332d362-dc48-46c2-a64b-641157c0987e,video,interested,studying,30
f332d362-dc48-46c2-a64b-641157c0987e,video,want,studying,70
f332d362-dc48-46c2-a64b-641157c0987e,video,indifferent,studying,20
f332d362-dc48-46c2-a64b-641157c0987e,video,indifferent,studying,20
f332d362-dc48-46c2-a64b-641157c0987e,video,disgust,studying,0
a2e93b29-9259-4092-a4d7-62d5e823bb74,video,hate,soccer,5
a2e93b29-9259-4092-a4d7-62d5e823bb74,video,worried,soccer,12
a2e93b29-9259-4092-a4d7-62d5e823bb74,video,interested,soccer,30
a2e93b29-9259-4092-a4d7-62d5e823bb74,video,scared,soccer,15
a2e93b29-9259-4092-a4d7-62d5e823bb74,video,hate,soccer,5
a2e93b29-9259-4092-a4d7-62d5e823bb74,video,want,soccer,70
a2e93b29-9259-4092-a4d7-62d5e823bb74,video,hate,soccer,5
a2e93b29-9259-4092-a4d7-62d5e823bb74,video,worried,soccer,12
a2e93b29-9259-4092-a4d7-62d5e823bb74,video,love,soccer,65
a2e93b29-9259-4092-a4d7-62d5e823bb74,video,like,soccer,50
a2e93b29-9259-4092-a4d7-62d5e823bb74,video,indifferent,soccer,20
a2e93b29-9259-4092-a4d7-62d5e823bb74,video,want,soccer,70
a2e93b29-9259-4092-a4d7-62d5e823bb74,video,love,soccer,65
a2e93b29-9259-4092-a4d7-62d5e823bb74,video,dislike,soccer,10
a2e93b29-9259-4092-a4d7-62d5e823bb74,video,heart,soccer,60
a2e93b29-9259-4092-a4d7-62d5e823bb74,video,want,soccer,70
a2e93b29-9259-4092-a4d7-62d5e823bb74,video,dislike,soccer,10
a2e93b29-9259-4092-a4d7-62d5e823bb74,video,want,soccer,70
a2e93b29-9259-4092-a4d7-62d5e823bb74,video,adore,soccer,72
a2e93b29-9259-4092-a4d7-62d5e823bb74,video,cherish,soccer,70
a2e93b29-9259-4092-a4d7-62d5e823bb74,video,adore,soccer,72
a2e93b29-9259-4092-a4d7-62d5e823bb74,video,want,soccer,70
a2e93b29-9259-4092-a4d7-62d5e823bb74,video,want,soccer,70
a2e93b29-9259-4092-a4d7-62d5e823bb74,video,adore,soccer,72
a2e93b29-9259-4092-a4d7-62d5e823bb74,video,hate,soccer,5
a2e93b29-9259-4092-a4d7-62d5e823bb74,video,disgust,soccer,0
a2e93b29-9259-4092-a4d7-62d5e823bb74,video,peeking,soccer,35
a2e93b29-9259-4092-a4d7-62d5e823bb74,video,hate,soccer,5
a2e93b29-9259-4092-a4d7-62d5e823bb74,video,super love,soccer,75
a2e93b29-9259-4092-a4d7-62d5e823bb74,video,scared,soccer,15
a2e93b29-9259-4092-a4d7-62d5e823bb74,video,scared,soccer,15
a2e93b29-9259-4092-a4d7-62d5e823bb74,video,disgust,soccer,0
a2e93b29-9259-4092-a4d7-62d5e823bb74,video,disgust,soccer,0
a2e93b29-9259-4092-a4d7-62d5e823bb74,video,scared,soccer,15
a2e93b29-9259-4092-a4d7-62d5e823bb74,video,intrigued,soccer,45
a2e93b29-9259-4092-a4d7-62d5e823bb74,video,super love,soccer,75
a2e93b29-9259-4092-a4d7-62d5e823bb74,video,interested,soccer,30
a2e93b29-9259-4092-a4d7-62d5e823bb74,video,intrigued,soccer,45
9b3a6d30-48e8-476c-82be-9031524bd04d,video,disgust,soccer,0
9b3a6d30-48e8-476c-82be-9031524bd04d,video,hate,soccer,5
9b3a6d30-48e8-476c-82be-9031524bd04d,video,cherish,soccer,70
9b3a6d30-48e8-476c-82be-9031524bd04d,video,hate,soccer,5
9b3a6d30-48e8-476c-82be-9031524bd04d,video,scared,soccer,15
9b3a6d30-48e8-476c-82be-9031524bd04d,video,intrigued,soccer,45
9b3a6d30-48e8-476c-82be-9031524bd04d,video,worried,soccer,12
9b3a6d30-48e8-476c-82be-9031524bd04d,video,want,soccer,70
9b3a6d30-48e8-476c-82be-9031524bd04d,video,cherish,soccer,70
9b3a6d30-48e8-476c-82be-9031524bd04d,video,scared,soccer,15
9b3a6d30-48e8-476c-82be-9031524bd04d,video,like,soccer,50
9b3a6d30-48e8-476c-82be-9031524bd04d,video,disgust,soccer,0
9b3a6d30-48e8-476c-82be-9031524bd04d,video,dislike,soccer,10
9b3a6d30-48e8-476c-82be-9031524bd04d,video,interested,soccer,30
9b3a6d30-48e8-476c-82be-9031524bd04d,video,adore,soccer,72
9b3a6d30-48e8-476c-82be-9031524bd04d,video,like,soccer,50
9b3a6d30-48e8-476c-82be-9031524bd04d,video,dislike,soccer,10
9b3a6d30-48e8-476c-82be-9031524bd04d,video,scared,soccer,15
9b3a6d30-48e8-476c-82be-9031524bd04d,video,indifferent,soccer,20
9b3a6d30-48e8-476c-82be-9031524bd04d,video,indifferent,soccer,20
9b3a6d30-48e8-476c-82be-9031524bd04d,video,interested,soccer,30
9b3a6d30-48e8-476c-82be-9031524bd04d,video,like,soccer,50
9b3a6d30-48e8-476c-82be-9031524bd04d,video,super love,soccer,75
9b3a6d30-48e8-476c-82be-9031524bd04d,video,worried,soccer,12
9b3a6d30-48e8-476c-82be-9031524bd04d,video,intrigued,soccer,45
9b3a6d30-48e8-476c-82be-9031524bd04d,video,super love,soccer,75
850fe90d-47d6-4eb7-b9c8-810afcb99ce9,video,adore,science,72
850fe90d-47d6-4eb7-b9c8-810afcb99ce9,video,peeking,science,35
850fe90d-47d6-4eb7-b9c8-810afcb99ce9,video,disgust,science,0
850fe90d-47d6-4eb7-b9c8-810afcb99ce9,video,worried,science,12
850fe90d-47d6-4eb7-b9c8-810afcb99ce9,video,worried,science,12
